filename,zip_source,path_in_zip,dataset_source,in_previous_dataset,original_class,canonical_class,display_name,crop,disease,healthy,group_id,split
15ad0147-6e02-43a7-b215-1be0dc719776___Matt.S_CG 7788.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/15ad0147-6e02-43a7-b215-1be0dc719776___Matt.S_CG 7788.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,15ad0147-6e02-43a7-b215-1be0dc719776,train
15c00319-bd7f-45ef-9142-9295a62d701b___Matt.S_CG 0769.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/15c00319-bd7f-45ef-9142-9295a62d701b___Matt.S_CG 0769.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,15c00319-bd7f-45ef-9142-9295a62d701b,train
15d71360-3708-4fef-bdee-fa01345478c8___JR_Sept.L.S 2478.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/15d71360-3708-4fef-bdee-fa01345478c8___JR_Sept.L.S 2478.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,15d71360-3708-4fef-bdee-fa01345478c8,test
15de3678-aed3-4887-8bba-6cf5e1efdde0___Matt.S_CG 1317.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/15de3678-aed3-4887-8bba-6cf5e1efdde0___Matt.S_CG 1317.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,15de3678-aed3-4887-8bba-6cf5e1efdde0,train
15fe8cdd-4e52-4aa0-b70e-90355e0be93f___Matt.S_CG 2768.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/15fe8cdd-4e52-4aa0-b70e-90355e0be93f___Matt.S_CG 2768.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,15fe8cdd-4e52-4aa0-b70e-90355e0be93f,train
169fe6b6-952f-45d3-a313-b3df3a357f5c___JR_Sept.L.S 2490.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/169fe6b6-952f-45d3-a313-b3df3a357f5c___JR_Sept.L.S 2490.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,169fe6b6-952f-45d3-a313-b3df3a357f5c,test
17387441-89a3-4172-8195-fae50dba7a58___JR_Sept.L.S 2514.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/17387441-89a3-4172-8195-fae50dba7a58___JR_Sept.L.S 2514.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,17387441-89a3-4172-8195-fae50dba7a58,test
173f882f-3ba1-49d2-ab0d-ca8232baf2a5___Matt.S_CG 6133.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/173f882f-3ba1-49d2-ab0d-ca8232baf2a5___Matt.S_CG 6133.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,173f882f-3ba1-49d2-ab0d-ca8232baf2a5,val
1747b1ad-eb6e-457b-a979-cead92fc123e___Matt.S_CG 7591.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1747b1ad-eb6e-457b-a979-cead92fc123e___Matt.S_CG 7591.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1747b1ad-eb6e-457b-a979-cead92fc123e,train
175164c2-7b16-48bd-a67e-c3f95cb8cbf7___Matt.S_CG 1701.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/175164c2-7b16-48bd-a67e-c3f95cb8cbf7___Matt.S_CG 1701.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,175164c2-7b16-48bd-a67e-c3f95cb8cbf7,train
17579194-bf69-46cc-881d-6fa6ee2b0576___JR_Sept.L.S 8474.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/17579194-bf69-46cc-881d-6fa6ee2b0576___JR_Sept.L.S 8474.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,17579194-bf69-46cc-881d-6fa6ee2b0576,train
178dcc84-1b4a-4ca0-babc-3aff38a1d2de___Matt.S_CG 7394.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/178dcc84-1b4a-4ca0-babc-3aff38a1d2de___Matt.S_CG 7394.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,178dcc84-1b4a-4ca0-babc-3aff38a1d2de,train
17bf427a-314b-438c-a252-be80e496759f___Matt.S_CG 7432.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/17bf427a-314b-438c-a252-be80e496759f___Matt.S_CG 7432.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,17bf427a-314b-438c-a252-be80e496759f,train
17c253ff-3f0e-4fb3-8ced-00b6ec6dc731___JR_Sept.L.S 2546.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/17c253ff-3f0e-4fb3-8ced-00b6ec6dc731___JR_Sept.L.S 2546.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,17c253ff-3f0e-4fb3-8ced-00b6ec6dc731,train
17c7e5bd-f44e-4dbd-9cd0-f0dbcc654306___JR_Sept.L.S 8557.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/17c7e5bd-f44e-4dbd-9cd0-f0dbcc654306___JR_Sept.L.S 8557.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,17c7e5bd-f44e-4dbd-9cd0-f0dbcc654306,train
17e3282e-f327-4245-95b1-a4fee7b33838___Matt.S_CG 2619.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/17e3282e-f327-4245-95b1-a4fee7b33838___Matt.S_CG 2619.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,17e3282e-f327-4245-95b1-a4fee7b33838,train
184031fe-22fe-479d-bb2d-9bb7122d60a9___Matt.S_CG 0881.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/184031fe-22fe-479d-bb2d-9bb7122d60a9___Matt.S_CG 0881.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,184031fe-22fe-479d-bb2d-9bb7122d60a9,train
18927674-9831-4c32-83ed-7b194445c824___Matt.S_CG 1602.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/18927674-9831-4c32-83ed-7b194445c824___Matt.S_CG 1602.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,18927674-9831-4c32-83ed-7b194445c824,train
18b450ff-ae57-4873-9c73-7ebef0b659cd___Matt.S_CG 0953.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/18b450ff-ae57-4873-9c73-7ebef0b659cd___Matt.S_CG 0953.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,18b450ff-ae57-4873-9c73-7ebef0b659cd,val
18e46966-a79e-4f9d-a91c-b65f3f8488d2___Matt.S_CG 0872.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/18e46966-a79e-4f9d-a91c-b65f3f8488d2___Matt.S_CG 0872.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,18e46966-a79e-4f9d-a91c-b65f3f8488d2,train
18f0fcbe-a99c-4d0d-a7e7-0f3d8f9666c2___Matt.S_CG 2643.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/18f0fcbe-a99c-4d0d-a7e7-0f3d8f9666c2___Matt.S_CG 2643.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,18f0fcbe-a99c-4d0d-a7e7-0f3d8f9666c2,train
18f7f428-70e1-42d2-be8f-44e0dab35e17___JR_Sept.L.S 2648.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/18f7f428-70e1-42d2-be8f-44e0dab35e17___JR_Sept.L.S 2648.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,18f7f428-70e1-42d2-be8f-44e0dab35e17,train
19352c8e-cfc9-4980-86a7-4c067390770a___Matt.S_CG 1107.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/19352c8e-cfc9-4980-86a7-4c067390770a___Matt.S_CG 1107.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,19352c8e-cfc9-4980-86a7-4c067390770a,val
1a02cfc4-375a-4be1-82a6-fa7ec5117ced___Matt.S_CG 6049.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1a02cfc4-375a-4be1-82a6-fa7ec5117ced___Matt.S_CG 6049.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1a02cfc4-375a-4be1-82a6-fa7ec5117ced,train
1a02cfc4-375a-4be1-82a6-fa7ec5117ced___Matt.S_CG 6049_180deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1a02cfc4-375a-4be1-82a6-fa7ec5117ced___Matt.S_CG 6049_180deg.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1a02cfc4-375a-4be1-82a6-fa7ec5117ced,train
1a02cfc4-375a-4be1-82a6-fa7ec5117ced___Matt.S_CG 6049_flipTB.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1a02cfc4-375a-4be1-82a6-fa7ec5117ced___Matt.S_CG 6049_flipTB.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1a02cfc4-375a-4be1-82a6-fa7ec5117ced,train
1a10c809-8303-4457-9875-bedd4eb9625b___Matt.S_CG 7777.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1a10c809-8303-4457-9875-bedd4eb9625b___Matt.S_CG 7777.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1a10c809-8303-4457-9875-bedd4eb9625b,val
1a10c809-8303-4457-9875-bedd4eb9625b___Matt.S_CG 7777_180deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1a10c809-8303-4457-9875-bedd4eb9625b___Matt.S_CG 7777_180deg.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1a10c809-8303-4457-9875-bedd4eb9625b,val
1a10c809-8303-4457-9875-bedd4eb9625b___Matt.S_CG 7777_flipTB.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Tomato___Septoria_leaf_spot/1a10c809-8303-4457-9875-bedd4eb9625b___Matt.S_CG 7777_flipTB.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1a10c809-8303-4457-9875-bedd4eb9625b,val
1a2ce36b-89e9-43ea-9e54-b2da024c08fc___JR_Sept.L.S 8532.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1a2ce36b-89e9-43ea-9e54-b2da024c08fc___JR_Sept.L.S 8532.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1a2ce36b-89e9-43ea-9e54-b2da024c08fc,train
1a2ce36b-89e9-43ea-9e54-b2da024c08fc___JR_Sept.L.S 8532_180deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1a2ce36b-89e9-43ea-9e54-b2da024c08fc___JR_Sept.L.S 8532_180deg.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1a2ce36b-89e9-43ea-9e54-b2da024c08fc,train
1a2ce36b-89e9-43ea-9e54-b2da024c08fc___JR_Sept.L.S 8532_flipTB.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Tomato___Septoria_leaf_spot/1a2ce36b-89e9-43ea-9e54-b2da024c08fc___JR_Sept.L.S 8532_flipTB.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1a2ce36b-89e9-43ea-9e54-b2da024c08fc,train
1a3965e0-423a-4003-ae8d-2fb639d02008___JR_Sept.L.S 8449.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1a3965e0-423a-4003-ae8d-2fb639d02008___JR_Sept.L.S 8449.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1a3965e0-423a-4003-ae8d-2fb639d02008,train
1a3965e0-423a-4003-ae8d-2fb639d02008___JR_Sept.L.S 8449_180deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1a3965e0-423a-4003-ae8d-2fb639d02008___JR_Sept.L.S 8449_180deg.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1a3965e0-423a-4003-ae8d-2fb639d02008,train
1a3965e0-423a-4003-ae8d-2fb639d02008___JR_Sept.L.S 8449_flipTB.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1a3965e0-423a-4003-ae8d-2fb639d02008___JR_Sept.L.S 8449_flipTB.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1a3965e0-423a-4003-ae8d-2fb639d02008,train
1a555e99-78f6-459f-8572-b877b2e7b73c___Matt.S_CG 7415_180deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1a555e99-78f6-459f-8572-b877b2e7b73c___Matt.S_CG 7415_180deg.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1a555e99-78f6-459f-8572-b877b2e7b73c,train
1a555e99-78f6-459f-8572-b877b2e7b73c___Matt.S_CG 7415_flipTB.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1a555e99-78f6-459f-8572-b877b2e7b73c___Matt.S_CG 7415_flipTB.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1a555e99-78f6-459f-8572-b877b2e7b73c,train
1c1dd567-a2fd-4dc5-8034-aee3c4a259a0___Matt.S_CG 7799.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1c1dd567-a2fd-4dc5-8034-aee3c4a259a0___Matt.S_CG 7799.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1c1dd567-a2fd-4dc5-8034-aee3c4a259a0,test
1c1dd567-a2fd-4dc5-8034-aee3c4a259a0___Matt.S_CG 7799_180deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1c1dd567-a2fd-4dc5-8034-aee3c4a259a0___Matt.S_CG 7799_180deg.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1c1dd567-a2fd-4dc5-8034-aee3c4a259a0,test
1c1dd567-a2fd-4dc5-8034-aee3c4a259a0___Matt.S_CG 7799_flipTB.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1c1dd567-a2fd-4dc5-8034-aee3c4a259a0___Matt.S_CG 7799_flipTB.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1c1dd567-a2fd-4dc5-8034-aee3c4a259a0,test
1c7bc7c5-daec-45bd-beb9-89beb159c755___Keller.St_CG 2018.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1c7bc7c5-daec-45bd-beb9-89beb159c755___Keller.St_CG 2018.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1c7bc7c5-daec-45bd-beb9-89beb159c755,test
1c7bc7c5-daec-45bd-beb9-89beb159c755___Keller.St_CG 2018_180deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1c7bc7c5-daec-45bd-beb9-89beb159c755___Keller.St_CG 2018_180deg.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1c7bc7c5-daec-45bd-beb9-89beb159c755,test
1c7bc7c5-daec-45bd-beb9-89beb159c755___Keller.St_CG 2018_flipTB.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Tomato___Septoria_leaf_spot/1c7bc7c5-daec-45bd-beb9-89beb159c755___Keller.St_CG 2018_flipTB.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1c7bc7c5-daec-45bd-beb9-89beb159c755,test
1c94b8af-21b7-43b5-b6ff-a5f7a3ad0a6e___Matt.S_CG 1727_180deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1c94b8af-21b7-43b5-b6ff-a5f7a3ad0a6e___Matt.S_CG 1727_180deg.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1c94b8af-21b7-43b5-b6ff-a5f7a3ad0a6e,test
1c94b8af-21b7-43b5-b6ff-a5f7a3ad0a6e___Matt.S_CG 1727_flipTB.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1c94b8af-21b7-43b5-b6ff-a5f7a3ad0a6e___Matt.S_CG 1727_flipTB.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1c94b8af-21b7-43b5-b6ff-a5f7a3ad0a6e,test
1c94b8af-21b7-43b5-b6ff-a5f7a3ad0a6e___Matt.S_CG 1727.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Tomato___Septoria_leaf_spot/1c94b8af-21b7-43b5-b6ff-a5f7a3ad0a6e___Matt.S_CG 1727.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1c94b8af-21b7-43b5-b6ff-a5f7a3ad0a6e,test
1d3dc5a7-5c0a-4852-8210-b06eede5d40a___Matt.S_CG 6071.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1d3dc5a7-5c0a-4852-8210-b06eede5d40a___Matt.S_CG 6071.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1d3dc5a7-5c0a-4852-8210-b06eede5d40a,test
1d3dc5a7-5c0a-4852-8210-b06eede5d40a___Matt.S_CG 6071_180deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1d3dc5a7-5c0a-4852-8210-b06eede5d40a___Matt.S_CG 6071_180deg.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1d3dc5a7-5c0a-4852-8210-b06eede5d40a,test
1d3dc5a7-5c0a-4852-8210-b06eede5d40a___Matt.S_CG 6071_flipTB.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1d3dc5a7-5c0a-4852-8210-b06eede5d40a___Matt.S_CG 6071_flipTB.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1d3dc5a7-5c0a-4852-8210-b06eede5d40a,test
1eb51af9-a622-4f97-a47b-b7474771d414___JR_Sept.L.S 2455_180deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1eb51af9-a622-4f97-a47b-b7474771d414___JR_Sept.L.S 2455_180deg.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1eb51af9-a622-4f97-a47b-b7474771d414,test
1eb51af9-a622-4f97-a47b-b7474771d414___JR_Sept.L.S 2455_flipTB.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1eb51af9-a622-4f97-a47b-b7474771d414___JR_Sept.L.S 2455_flipTB.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1eb51af9-a622-4f97-a47b-b7474771d414,test
1eb51af9-a622-4f97-a47b-b7474771d414___JR_Sept.L.S 2455.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Tomato___Septoria_leaf_spot/1eb51af9-a622-4f97-a47b-b7474771d414___JR_Sept.L.S 2455.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1eb51af9-a622-4f97-a47b-b7474771d414,test
1f51fffd-4e03-4aca-be68-d78e12538d50___Matt.S_CG 7451.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1f51fffd-4e03-4aca-be68-d78e12538d50___Matt.S_CG 7451.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1f51fffd-4e03-4aca-be68-d78e12538d50,test
1f51fffd-4e03-4aca-be68-d78e12538d50___Matt.S_CG 7451_flipTB.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Septoria_leaf_spot/1f51fffd-4e03-4aca-be68-d78e12538d50___Matt.S_CG 7451_flipTB.JPG,new_dataset,True,Tomato___Septoria_leaf_spot,tomato_septoria,Tomato - Septoria Leaf Spot,Tomato,Septoria Leaf Spot,False,1f51fffd-4e03-4aca-be68-d78e12538d50,test
